card_serial|entrances
047EBAF2185080|{'2020-02-06 11:38:48': 'Arena', '2020-02-06 12:50:29': 'Casa Giulietta', '2020-02-06 14:31:45': 'Santa Anastasia', '2020-02-06 14:56:55': 'Duomo'}
047EBBF2185081|{'2020-02-07 14:34:37': 'Arena', '2020-02-07 16:13:05': 'Castelvecchio', '2020-02-07 17:32:57': 'Casa Giulietta'}
047EC3F2185081|{'2020-01-11 11:05:59': 'Arena', '2020-01-11 12:19:15': 'Casa Giulietta', '2020-01-11 13:00:03': 'Torre Lamberti', '2020-01-11 15:24:28': 'Santa Anastasia', '2020-01-11 15:39:59': 'Duomo', '2020-01-11 16:45:20': 'Teatro Romano'}
047ECDF2185080|{'2020-02-05 14:32:29': 'Arena', '2020-02-05 15:47:39': 'Casa Giulietta', '2020-02-05 16:36:07': 'Teatro Romano'}
047ED1F2185080|{'2020-01-03 12:15:51': 'Casa Giulietta', '2020-01-03 13:16:38': 'Torre Lamberti', '2020-01-03 14:57:22': 'Arena', '2020-01-03 16:27:40': 'Castelvecchio'}
047EDBF2185080|{'2020-02-06 11:50:45': 'Arena', '2020-02-06 12:33:34': 'Casa Giulietta', '2020-02-06 13:13:44': 'Santa Anastasia', '2020-02-06 13:59:22': 'Teatro Romano', '2020-02-06 14:53:21': 'Duomo', '2020-02-06 15:43:21': 'Castelvecchio'}
047EE7F2185080|{'2020-02-08 10:47:30': 'Arena', '2020-02-08 11:40:51': 'Casa Giulietta', '2020-02-08 12:16:44': 'San Fermo', '2020-02-08 13:02:33': 'Duomo', '2020-02-08 14:38:41': 'Santa Anastasia'}
047EEBF2185081|{'2020-01-03 11:22:11': 'Arena', '2020-01-03 11:59:56': 'Casa Giulietta', '2020-01-03 12:45:43': 'Torre Lamberti', '2020-01-03 13:19:01': 'Palazzo della Ragione', '2020-01-03 15:09:41': 'Santa Anastasia', '2020-01-03 15:35:30': 'Teatro Romano', '2020-01-04 10:02:54': 'Tomba Giulietta'}
047EEDF2185080|{'2020-02-02 09:53:53': 'Arena', '2020-02-02 10:34:04': 'Casa Giulietta'}
047EEEF2185080|{'2020-01-29 15:46:50': 'Arena', '2020-01-29 16:22:59': 'Casa Giulietta', '2020-01-30 11:15:25': 'Castelvecchio', '2020-01-30 12:45:38': 'Santa Anastasia', '2020-01-30 13:37:30': 'Duomo'}
047EF7F2185080|{'2020-01-01 15:43:57': 'Arena', '2020-01-02 11:34:21': 'Castelvecchio', '2020-01-02 15:30:52': 'San Zeno'}
047EFFF2185080|{'2020-02-05 13:55:45': 'Arena', '2020-02-05 14:50:50': 'Casa Giulietta', '2020-02-05 15:17:16': 'Palazzo della Ragione', '2020-02-05 15:59:48': 'Santa Anastasia', '2020-02-05 16:32:52': 'Teatro Romano'}
047F03F2185084|{'2020-02-03 17:26:47': 'Arena', '2020-02-03 18:15:27': 'Casa Giulietta', '2020-02-04 09:47:55': 'Museo Lapidario', '2020-02-04 12:23:10': 'Teatro Romano', '2020-02-04 13:13:49': 'Castelvecchio', '2020-02-04 14:14:33': 'Arena'}
047F07F2185084|{'2020-01-02 09:57:31': 'Arena', '2020-01-02 11:06:27': 'Casa Giulietta', '2020-01-02 11:59:38': 'Torre Lamberti', '2020-01-02 15:58:08': 'Duomo', '2020-01-02 17:10:46': 'Castelvecchio'}
047F0FF2185084|{'2020-01-01 11:00:24': 'Torre Lamberti'}
047F14F2185084|{'2020-01-29 11:26:12': 'Arena', '2020-01-29 12:08:30': 'Casa Giulietta', '2020-01-29 13:41:37': 'Tomba Giulietta', '2020-01-29 14:37:57': 'Palazzo della Ragione', '2020-01-29 15:29:17': 'Castelvecchio'}
047F16F2185080|{'2020-01-04 09:25:14': 'Arena', '2020-01-04 10:22:00': 'Tomba Giulietta', '2020-01-04 10:53:37': 'San Fermo', '2020-01-04 11:40:41': 'Casa Giulietta', '2020-01-04 12:43:52': 'Torre Lamberti', '2020-01-04 13:36:41': 'Santa Anastasia', '2020-01-04 15:06:30': 'Teatro Romano', '2020-01-04 15:37:55': 'Duomo', '2020-01-04 17:45:46': 'Castelvecchio'}
047F18121B6784|{'2020-01-04 11:58:51': 'Arena', '2020-01-04 13:01:48': 'Castelvecchio', '2020-01-04 16:53:18': 'Torre Lamberti', '2020-01-05 11:49:52': 'Teatro Romano', '2020-01-05 14:32:26': 'Santa Anastasia'}
047F19121B6784|{'2020-02-11 11:47:26': 'Santa Anastasia', '2020-02-11 13:05:30': 'Teatro Romano', '2020-02-11 15:08:06': 'Duomo', '2020-02-11 16:33:42': 'Casa Giulietta', '2020-02-12 10:02:21': 'San Zeno', '2020-02-12 11:26:19': 'Castelvecchio', '2020-02-12 14:32:46': 'Arena'}
047F1A121B6784|{'2020-02-13 16:24:45': 'Arena', '2020-02-13 17:14:43': 'Casa Giulietta', '2020-02-14 10:56:35': 'Giardino Giusti', '2020-02-14 12:36:55': 'Santa Anastasia', '2020-02-14 14:32:24': 'Duomo', '2020-02-14 15:40:02': 'Castelvecchio'}
047F1AF2185084|{'2020-01-02 10:26:56': 'Arena', '2020-01-02 11:06:44': 'Castelvecchio', '2020-01-02 16:34:45': 'Torre Lamberti', '2020-01-02 17:01:44': 'Casa Giulietta'}
047F23F2185084|{'2020-02-06 09:51:06': 'Arena', '2020-02-06 11:09:01': 'Casa Giulietta', '2020-02-06 11:47:22': 'San Fermo', '2020-02-06 13:27:42': 'Duomo', '2020-02-06 16:57:23': 'Castelvecchio'}
047F24F2185084|{'2020-02-08 10:24:44': 'Arena', '2020-02-08 11:14:24': 'Casa Giulietta', '2020-02-08 12:19:12': 'Teatro Romano', '2020-02-08 13:41:53': 'Duomo', '2020-02-08 15:53:45': 'Palazzo della Ragione', '2020-02-08 16:51:16': 'Castelvecchio'}
047F2AF2185084|{'2020-01-02 10:31:33': 'Arena', '2020-01-02 12:58:04': 'San Fermo', '2020-01-02 14:19:52': 'Torre Lamberti', '2020-01-02 14:55:16': 'Santa Anastasia', '2020-01-02 16:51:12': 'Teatro Romano', '2020-01-02 18:22:37': 'Castelvecchio'}
047F2DF2185080|{'2020-01-18 10:11:47': 'Arena', '2020-01-18 11:23:12': 'Casa Giulietta', '2020-01-18 12:03:03': 'Torre Lamberti', '2020-01-18 14:01:13': 'Tomba Giulietta'}
047F2DF2185084|{'2020-01-29 12:09:20': 'Arena', '2020-01-29 12:46:00': 'San Fermo', '2020-01-29 13:22:31': 'Casa Giulietta', '2020-01-29 13:56:44': 'Santa Anastasia', '2020-01-29 15:13:44': 'Duomo', '2020-01-29 16:49:39': 'Castelvecchio'}
047F2E121B6784|{'2020-02-20 13:48:18': 'Teatro Romano', '2020-02-20 15:28:24': 'Santa Anastasia', '2020-02-21 10:06:00': 'San Zeno', '2020-02-21 12:00:05': 'San Fermo', '2020-02-21 14:58:09': 'Duomo', '2020-02-21 16:31:14': 'Arena', '2020-02-22 09:01:24': 'Tomba Giulietta', '2020-02-22 10:08:42': 'Casa Giulietta', '2020-02-22 11:01:44': 'Palazzo della Ragione'}
047F2EF2185084|{'2020-02-03 15:20:33': 'Arena', '2020-02-03 16:23:28': 'San Fermo', '2020-02-03 16:55:09': 'Casa Giulietta', '2020-02-03 17:53:55': 'Castelvecchio'}
047F31F2185080|{'2020-02-18 13:39:25': 'Arena', '2020-02-18 14:54:40': 'Santa Anastasia', '2020-02-18 15:11:22': 'Duomo'}
047F32121B6784|{'2020-02-16 15:37:11': 'Arena', '2020-02-16 16:15:02': 'Casa Giulietta', '2020-02-17 15:53:14': 'Teatro Romano', '2020-02-17 17:09:19': 'Tomba Giulietta'}
047F32F2185080|{'2020-02-06 11:49:52': 'Arena', '2020-02-06 12:38:51': 'Casa Giulietta', '2020-02-06 15:25:48': 'Santa Anastasia', '2020-02-06 15:54:33': 'Teatro Romano'}
047F35F2185084|{'2020-02-01 11:55:16': 'Arena', '2020-02-01 14:17:56': 'Casa Giulietta'}
047F36F2185080|{'2020-01-04 10:06:21': 'Museo Lapidario', '2020-01-04 10:25:27': 'Castelvecchio', '2020-01-04 11:37:17': 'Torre Lamberti', '2020-01-04 11:52:09': 'Palazzo della Ragione', '2020-01-04 12:15:02': 'Casa Giulietta', '2020-01-04 12:49:56': 'San Fermo', '2020-01-04 13:40:46': 'Teatro Romano', '2020-01-04 14:36:40': 'Museo Storia', '2020-01-04 15:32:34': 'Santa Anastasia', '2020-01-04 15:53:04': 'Duomo', '2020-01-04 17:41:43': 'Tomba Giulietta'}
047F3FF2185080|{'2020-01-04 09:25:13': 'Arena', '2020-01-04 10:22:02': 'Tomba Giulietta', '2020-01-04 10:53:35': 'San Fermo', '2020-01-04 11:40:39': 'Casa Giulietta', '2020-01-04 12:43:51': 'Torre Lamberti', '2020-01-04 13:36:39': 'Santa Anastasia', '2020-01-04 15:06:28': 'Teatro Romano', '2020-01-04 15:37:58': 'Duomo', '2020-01-04 16:38:41': 'San Zeno', '2020-01-04 17:45:43': 'Castelvecchio'}
047F41F2185084|{'2020-02-06 11:39:04': 'Arena', '2020-02-06 12:44:55': 'Casa Giulietta', '2020-02-06 14:31:33': 'Santa Anastasia', '2020-02-06 14:56:43': 'Duomo'}
047F42F2185080|{'2020-02-06 11:38:14': 'Arena', '2020-02-06 12:48:29': 'San Fermo', '2020-02-06 13:11:26': 'Casa Giulietta', '2020-02-06 14:30:00': 'Castelvecchio', '2020-02-06 15:43:05': 'Santa Anastasia'}
047F42F2185084|{'2020-01-02 10:31:58': 'Arena', '2020-01-02 12:58:29': 'San Fermo', '2020-01-02 14:19:34': 'Torre Lamberti', '2020-01-02 14:55:29': 'Santa Anastasia', '2020-01-02 16:51:08': 'Teatro Romano', '2020-01-02 18:22:56': 'Castelvecchio'}
047F45F2185084|{'2020-02-03 14:39:16': 'Arena', '2020-02-03 15:33:22': 'Casa Giulietta', '2020-02-03 16:22:32': 'San Fermo', '2020-02-03 17:00:00': 'Tomba Giulietta', '2020-02-03 17:43:13': 'Castelvecchio'}
047F47F2185084|{'2020-01-29 14:31:18': 'Teatro Romano', '2020-01-29 17:53:49': 'Casa Giulietta', '2020-01-29 18:13:02': 'Arena'}
047F48F2185080|{'2020-02-06 15:23:44': 'Arena', '2020-02-06 16:12:16': 'Palazzo della Ragione', '2020-02-06 16:55:04': 'Santa Anastasia', '2020-02-06 17:43:32': 'Teatro Romano', '2020-02-06 18:35:03': 'Casa Giulietta', '2020-02-07 08:52:48': 'Castelvecchio'}
047F48F2185084|{'2020-02-05 11:47:18': 'Arena', '2020-02-05 12:10:48': 'Casa Giulietta', '2020-02-05 12:40:44': 'Duomo'}
047F4CF2185080|{'2020-01-29 12:13:29': 'Arena', '2020-01-29 13:20:13': 'Casa Giulietta', '2020-01-29 14:26:43': 'Palazzo della Ragione', '2020-01-29 17:05:27': 'Santa Anastasia', '2020-01-29 18:30:38': 'Castelvecchio'}
047F4EF2185080|{'2020-01-03 15:28:12': 'Torre Lamberti', '2020-01-03 16:25:23': 'Casa Giulietta', '2020-01-03 17:02:19': 'Arena'}
047F50F2185080|{'2020-01-03 17:56:18': 'Castelvecchio', '2020-01-04 14:35:59': 'Arena', '2020-01-04 15:53:25': 'Torre Lamberti'}
047F51F2185080|{'2020-02-05 11:56:51': 'Arena', '2020-02-05 13:02:56': 'Castelvecchio', '2020-02-05 14:38:43': 'Teatro Romano', '2020-02-05 17:06:12': 'Palazzo della Ragione', '2020-02-05 17:35:20': 'Casa Giulietta'}
047F56F2185080|{'2020-02-08 11:08:57': 'Arena', '2020-02-08 12:19:02': 'Casa Giulietta', '2020-02-08 14:24:37': 'Santa Anastasia', '2020-02-09 10:49:33': 'Castelvecchio'}
047F59F2185080|{'2020-01-02 12:52:09': 'Teatro Romano', '2020-01-02 14:02:14': 'Santa Anastasia', '2020-01-02 15:04:13': 'Casa Giulietta'}
047F67F2185080|{'2020-02-01 11:23:56': 'Arena', '2020-02-01 12:05:04': 'Casa Giulietta', '2020-02-01 15:03:24': 'Duomo', '2020-02-01 16:26:56': 'Tomba Giulietta'}
047F78F2185081|{'2020-02-05 09:25:30': 'Arena', '2020-02-05 11:17:36': 'Palazzo della Ragione', '2020-02-05 11:49:52': 'Casa Giulietta', '2020-02-05 12:29:54': 'San Fermo', '2020-02-05 14:53:32': 'Santa Anastasia', '2020-02-05 15:36:00': 'Duomo', '2020-02-05 16:39:53': 'Teatro Romano'}
047F7BF2185080|{'2020-01-29 12:09:18': 'Arena', '2020-01-29 12:46:02': 'San Fermo', '2020-01-29 13:22:29': 'Casa Giulietta', '2020-01-29 13:56:42': 'Santa Anastasia', '2020-01-29 15:13:46': 'Duomo', '2020-01-29 16:49:40': 'Castelvecchio'}
047F85F2185081|{'2020-01-01 13:02:10': 'Torre Lamberti', '2020-01-01 13:57:12': 'Santa Anastasia', '2020-01-01 15:18:47': 'Casa Giulietta'}
047F86F2185080|{'2020-01-03 12:55:10': 'Arena', '2020-01-03 13:49:42': 'Casa Giulietta', '2020-01-03 16:54:20': 'Duomo'}
047F8BF2185080|{'2020-02-01 11:09:52': 'Arena', '2020-02-01 11:58:59': 'Museo Lapidario', '2020-02-01 16:00:27': 'Duomo', '2020-02-01 17:02:31': 'Castelvecchio'}
047F8CF2185080|{'2020-02-01 11:05:49': 'Arena', '2020-02-01 12:22:00': 'Casa Giulietta', '2020-02-01 13:28:09': 'Palazzo della Ragione'}
047FA3121B6780|{'2020-07-25 16:12:00': 'Arena', '2020-07-25 17:08:42': 'Casa Giulietta', '2020-07-26 12:07:59': 'Castelvecchio'}
047FA54A216280|{'2020-02-05 13:48:30': 'Arena', '2020-02-05 14:51:17': 'Castelvecchio', '2020-02-06 11:56:16': 'Museo Storia', '2020-02-06 14:04:27': 'Giardino Giusti', '2020-02-06 15:21:29': 'Teatro Romano', '2020-02-07 10:39:15': 'Tomba Giulietta', '2020-02-07 13:12:45': 'San Fermo', '2020-02-07 14:27:34': 'Casa Giulietta'}
047FA5F2185080|{'2020-01-04 12:03:41': 'Museo Lapidario', '2020-01-04 12:23:41': 'Arena', '2020-01-04 14:09:32': 'Casa Giulietta', '2020-01-04 16:28:27': 'Palazzo della Ragione', '2020-01-04 17:17:51': 'Duomo', '2020-01-05 10:16:50': 'Castelvecchio'}
047FADF2185080|{'2020-01-29 14:31:11': 'Teatro Romano', '2020-01-29 17:53:47': 'Casa Giulietta', '2020-01-29 18:13:01': 'Arena'}
047FB2F2185081|{'2020-02-08 09:25:53': 'Arena', '2020-02-08 10:36:43': 'Tomba Giulietta', '2020-02-08 12:42:31': 'Castelvecchio', '2020-02-09 08:37:48': 'Casa Giulietta'}
047FB4F2185080|{'2020-02-04 10:35:46': 'Castelvecchio', '2020-02-04 12:08:06': 'Arena', '2020-02-04 13:00:21': 'Casa Giulietta', '2020-02-04 14:34:33': 'Duomo'}
047FB54A216280|{'2020-01-28 10:12:43': 'Casa Giulietta', '2020-01-28 11:06:43': 'Santa Anastasia', '2020-01-28 12:06:18': 'Duomo', '2020-01-28 16:39:31': 'Teatro Romano', '2020-01-29 11:09:18': 'Museo Lapidario', '2020-01-29 11:55:03': 'Arena', '2020-01-29 12:56:25': 'Castelvecchio', '2020-01-29 15:37:55': 'Tomba Giulietta', '2020-01-29 16:22:02': 'San Fermo'}
047FB54A216281|{'2020-01-17 15:23:05': 'Castelvecchio', '2020-01-17 16:51:40': 'Casa Giulietta', '2020-01-18 10:28:24': 'Duomo', '2020-01-18 11:35:56': 'Tomba Giulietta', '2020-01-18 16:08:03': 'Torre Lamberti', '2020-01-18 17:39:51': 'Palazzo della Ragione', '2020-01-19 10:42:12': 'Arena'}
047FB7F2185080|{'2020-01-03 10:25:10': 'Arena', '2020-01-03 10:48:25': 'Castelvecchio', '2020-01-03 12:19:01': 'San Zeno', '2020-01-03 14:43:37': 'Santa Anastasia', '2020-01-03 15:04:40': 'Duomo', '2020-01-03 16:12:16': 'Torre Lamberti', '2020-01-03 16:25:30': 'Palazzo della Ragione', '2020-01-03 17:31:56': 'Teatro Romano'}
047FB8F2185080|{'2020-01-02 12:52:12': 'Teatro Romano', '2020-01-02 14:02:16': 'Santa Anastasia', '2020-01-02 15:04:10': 'Casa Giulietta'}
047FBAF2185080|{'2020-02-04 10:12:08': 'Arena', '2020-02-04 10:48:37': 'Castelvecchio', '2020-02-04 12:19:43': 'Casa Giulietta', '2020-02-04 13:37:11': 'Santa Anastasia', '2020-02-04 14:16:58': 'Duomo', '2020-02-04 15:40:38': 'Tomba Giulietta'}
047FBFF2185080|{'2020-01-03 12:10:53': 'Arena', '2020-01-03 12:45:58': 'Casa Giulietta', '2020-01-03 13:40:08': 'Torre Lamberti', '2020-01-03 14:03:20': 'Santa Anastasia', '2020-01-03 14:29:45': 'Duomo'}
047FC4F2185080|{'2020-02-01 11:09:51': 'Arena', '2020-02-01 11:59:01': 'Museo Lapidario', '2020-02-01 17:02:32': 'Castelvecchio'}
047FC4F2185081|{'2020-02-01 11:02:36': 'Arena', '2020-02-01 11:34:40': 'Museo Lapidario', '2020-02-01 13:34:56': 'Tomba Giulietta', '2020-02-01 14:22:21': 'Museo Storia', '2020-02-02 10:18:32': 'Casa Giulietta'}
047FC8F2185081|{'2020-02-08 10:41:20': 'Arena', '2020-02-08 11:42:53': 'Casa Giulietta', '2020-02-08 12:47:18': 'Palazzo della Ragione', '2020-02-08 15:32:22': 'Castelvecchio'}
047FCAF2185081|{'2020-01-03 10:13:09': 'Arena', '2020-01-03 11:15:09': 'Casa Giulietta', '2020-01-03 12:16:11': 'Torre Lamberti', '2020-01-03 13:37:11': 'Duomo', '2020-01-03 14:50:40': 'Castelvecchio'}
047FCEF2185080|{'2020-02-04 10:35:47': 'Castelvecchio', '2020-02-04 12:08:05': 'Arena', '2020-02-04 13:00:22': 'Casa Giulietta', '2020-02-04 14:34:37': 'Duomo'}
047FD2F2185080|{'2020-01-02 09:10:20': 'Arena', '2020-01-02 10:07:13': 'Casa Giulietta', '2020-01-02 10:24:16': 'Torre Lamberti', '2020-01-02 11:01:15': 'Duomo', '2020-01-02 12:04:42': 'San Fermo', '2020-01-02 13:01:58': 'Tomba Giulietta', '2020-01-02 13:56:22': 'Palazzo della Ragione', '2020-01-02 14:42:05': 'Teatro Romano'}
047FD7F2185080|{'2020-02-01 11:24:01': 'Arena', '2020-02-01 12:18:39': 'Casa Giulietta', '2020-02-01 15:03:18': 'Duomo', '2020-02-01 16:27:33': 'Tomba Giulietta'}
047FE4F2185080|{'2020-02-03 17:27:13': 'Arena', '2020-02-03 18:15:40': 'Casa Giulietta', '2020-02-04 09:47:52': 'Museo Lapidario', '2020-02-04 12:23:04': 'Teatro Romano', '2020-02-04 13:13:47': 'Castelvecchio'}
047FE6F2185080|{'2020-02-02 09:53:48': 'Arena', '2020-02-02 10:34:02': 'Casa Giulietta'}
047FECF2185080|{'2020-02-04 10:12:07': 'Arena', '2020-02-04 10:48:35': 'Castelvecchio', '2020-02-04 12:19:44': 'Casa Giulietta', '2020-02-04 13:37:09': 'Santa Anastasia', '2020-02-04 14:16:57': 'Duomo', '2020-02-04 15:40:41': 'Tomba Giulietta'}
047FF8F2185080|{'2020-01-18 11:48:53': 'Palazzo della Ragione', '2020-01-18 12:52:51': 'Torre Lamberti', '2020-01-18 14:56:12': 'San Fermo', '2020-01-18 16:14:29': 'San Zeno', '2020-01-18 17:12:02': 'Castelvecchio', '2020-01-19 11:20:45': 'Arena'}
048002F2185084|{'2020-01-04 10:44:21': 'Arena', '2020-01-04 15:31:30': 'Torre Lamberti'}
04800AF2185084|{'2020-01-04 10:44:19': 'Arena', '2020-01-04 16:49:52': 'Casa Giulietta'}
04800EF2185084|{'2020-01-27 13:33:13': 'Arena', '2020-01-27 14:46:39': 'Casa Giulietta', '2020-01-27 15:44:30': 'Duomo'}
048012F2185084|{'2020-01-04 10:57:42': 'Arena', '2020-01-04 12:02:23': 'Casa Giulietta', '2020-01-04 14:13:55': 'Torre Lamberti', '2020-01-04 14:51:39': 'Duomo'}
048014F2185084|{'2020-01-01 13:57:07': 'Santa Anastasia'}
048017121B6784|{'2020-07-30 15:58:58': 'Arena', '2020-07-31 09:53:04': 'Casa Giulietta', '2020-07-31 14:57:00': 'Castelvecchio'}
048017F2185080|{'2020-02-18 14:34:00': 'Arena', '2020-02-18 16:50:59': 'Santa Anastasia'}
048018121B6784|{'2020-01-04 11:58:46': 'Arena', '2020-01-04 13:01:43': 'Castelvecchio', '2020-01-04 16:53:20': 'Torre Lamberti', '2020-01-05 11:50:13': 'Teatro Romano'}
048019121B6784|{'2020-02-11 11:47:29': 'Santa Anastasia', '2020-02-11 13:05:28': 'Teatro Romano', '2020-02-11 15:08:04': 'Duomo', '2020-02-11 16:33:44': 'Casa Giulietta', '2020-02-12 10:02:23': 'San Zeno', '2020-02-12 11:26:21': 'Castelvecchio', '2020-02-12 14:32:48': 'Arena'}
048019F2185084|{'2020-01-04 11:25:50': 'Arena', '2020-01-04 13:05:01': 'Casa Giulietta', '2020-01-04 16:05:41': 'Torre Lamberti'}
04801A121B6784|{'2020-02-15 15:01:01': 'Teatro Romano', '2020-02-16 14:50:25': 'Arena', '2020-02-16 16:45:37': 'Duomo', '2020-02-16 17:33:56': 'Santa Anastasia'}
04801DF2185080|{'2020-02-04 10:46:49': 'Arena', '2020-02-04 11:48:04': 'Museo Lapidario', '2020-02-04 13:34:41': 'Casa Giulietta', '2020-02-04 14:17:20': 'Palazzo della Ragione'}
048021F2185080|{'2020-01-04 09:29:33': 'Arena', '2020-01-04 10:12:15': 'Museo Lapidario', '2020-01-04 10:40:49': 'Castelvecchio', '2020-01-04 12:20:44': 'Casa Giulietta', '2020-01-04 12:43:54': 'San Fermo', '2020-01-04 15:06:29': 'Tomba Giulietta'}
048022F2185080|{'2020-01-02 14:14:23': 'Arena', '2020-01-02 15:50:37': 'Casa Giulietta', '2020-01-03 10:35:11': 'San Zeno', '2020-01-03 13:21:28': 'Duomo', '2020-01-03 14:11:42': 'Torre Lamberti'}
048028F2185080|{'2020-02-18 12:16:06': 'Arena', '2020-02-18 13:02:40': 'Castelvecchio', '2020-02-18 15:57:08': 'Casa Giulietta', '2020-02-18 16:59:20': 'Santa Anastasia'}
048030F2185080|{'2020-02-08 11:08:19': 'Arena', '2020-02-08 12:19:01': 'Casa Giulietta', '2020-02-08 14:24:40': 'Santa Anastasia', '2020-02-09 10:49:32': 'Castelvecchio'}
048032F2185084|{'2020-01-25 11:22:39': 'Arena', '2020-01-25 14:54:15': 'Casa Giulietta'}
048034F2185084|{'2020-01-04 11:25:48': 'Arena', '2020-01-04 13:05:04': 'Casa Giulietta', '2020-01-04 16:05:44': 'Torre Lamberti'}
048037F2185080|{'2020-02-08 11:34:17': 'Arena', '2020-02-08 12:46:01': 'Santa Anastasia', '2020-02-08 14:41:30': 'Teatro Romano'}
048043F2185084|{'2020-02-18 13:42:18': 'Arena', '2020-02-18 14:48:34': 'Castelvecchio', '2020-02-18 16:40:27': 'Casa Giulietta'}
048047F2185080|{'2020-02-18 14:34:01': 'Arena', '2020-02-18 16:50:56': 'Santa Anastasia'}
048048F2185080|{'2020-01-04 10:04:54': 'Museo Lapidario', '2020-01-04 10:30:27': 'Castelvecchio', '2020-01-04 11:38:47': 'Duomo', '2020-01-04 11:55:55': 'Teatro Romano', '2020-01-04 12:27:15': 'Giardino Giusti', '2020-01-04 14:31:41': 'Torre Lamberti', '2020-01-04 15:49:01': 'Casa Giulietta', '2020-01-04 17:35:18': 'Tomba Giulietta'}
04805CF2185080|{'2020-01-25 12:28:15': 'Santa Anastasia', '2020-01-25 13:13:16': 'Torre Lamberti', '2020-01-25 13:28:44': 'Palazzo della Ragione', '2020-01-25 17:22:35': 'Casa Giulietta', '2020-01-26 11:50:42': 'Castelvecchio'}
048067F2185080|{'2020-02-09 10:00:12': 'Arena', '2020-02-09 11:59:33': 'Palazzo della Ragione', '2020-02-09 13:36:04': 'Duomo', '2020-02-09 15:08:20': 'Castelvecchio'}
048069F2185080|{'2020-01-02 12:13:03': 'Arena', '2020-01-02 12:59:42': 'Casa Giulietta', '2020-01-02 13:37:33': 'Palazzo della Ragione', '2020-01-02 16:07:51': 'Teatro Romano'}
048075F2185080|{'2020-02-01 11:02:37': 'Arena', '2020-02-01 11:34:36': 'Museo Lapidario', '2020-02-01 13:34:58': 'Tomba Giulietta', '2020-02-01 14:22:23': 'Museo Storia', '2020-02-02 10:28:57': 'Casa Giulietta'}
048078F2185081|{'2020-01-11 13:24:54': 'Casa Giulietta', '2020-01-11 13:47:56': 'Santa Anastasia', '2020-01-11 15:21:54': 'Arena'}
04807BF2185080|{'2020-02-13 09:35:24': 'Arena', '2020-02-13 11:04:46': 'Duomo', '2020-02-13 13:01:00': 'Casa Giulietta'}
04807CF2185080|{'2020-01-03 11:29:23': 'San Fermo', '2020-01-03 12:30:10': 'Castelvecchio', '2020-01-03 14:41:07': 'San Zeno', '2020-01-03 15:51:56': 'Santa Anastasia', '2020-01-03 16:17:08': 'Duomo', '2020-01-04 10:49:58': 'Teatro Romano'}
04807FF2185080|{'2020-02-18 13:42:17': 'Arena', '2020-02-18 14:47:41': 'Castelvecchio', '2020-02-18 16:46:34': 'Casa Giulietta'}
04807FF2185081|{'2020-01-11 16:42:07': 'Tomba Giulietta', '2020-01-11 17:18:12': 'Casa Giulietta'}
048080F2185081|{'2020-01-03 10:12:34': 'Arena', '2020-01-03 10:54:23': 'Casa Giulietta', '2020-01-03 11:19:30': 'Torre Lamberti', '2020-01-03 11:51:06': 'Duomo', '2020-01-03 14:58:29': 'San Zeno'}
048088F2185080|{'2020-01-25 10:37:09': 'Arena', '2020-01-25 11:13:51': 'Casa Giulietta', '2020-01-25 11:51:29': 'Torre Lamberti', '2020-01-25 12:14:13': 'Palazzo della Ragione', '2020-01-25 14:52:16': 'Duomo', '2020-01-25 16:04:48': 'Teatro Romano', '2020-01-25 17:23:20': 'Santa Anastasia', '2020-01-25 17:57:54': 'Tomba Giulietta', '2020-01-26 09:54:10': 'Castelvecchio'}
048089F2185080|{'2020-01-04 10:04:47': 'Museo Lapidario', '2020-01-04 10:30:25': 'Castelvecchio', '2020-01-04 11:38:43': 'Duomo', '2020-01-04 11:55:51': 'Teatro Romano', '2020-01-04 12:26:59': 'Giardino Giusti', '2020-01-04 14:31:36': 'Torre Lamberti', '2020-01-04 15:49:03': 'Casa Giulietta', '2020-01-04 17:35:19': 'Tomba Giulietta'}
048094F2185080|{'2020-02-01 11:05:51': 'Arena', '2020-02-01 12:22:00': 'Casa Giulietta', '2020-02-01 13:28:11': 'Palazzo della Ragione'}
048095F2185080|{'2020-01-28 09:41:29': 'Castelvecchio', '2020-01-28 12:15:39': 'San Zeno', '2020-01-28 14:16:49': 'Duomo', '2020-01-28 15:31:24': 'Santa Anastasia', '2020-01-29 08:56:23': 'Arena'}
0480A0F2185080|{'2020-02-08 12:23:58': 'San Zeno', '2020-02-08 15:05:09': 'Giardino Giusti', '2020-02-08 17:12:14': 'Casa Giulietta', '2020-02-09 10:16:02': 'Arena'}
0480A0F2185081|{'2020-01-30 11:48:16': 'Arena', '2020-01-30 12:41:26': 'Castelvecchio', '2020-01-30 14:16:47': 'Casa Giulietta', '2020-01-30 15:07:00': 'Santa Anastasia', '2020-01-30 15:23:21': 'Duomo'}
0480A2121B6781|{'2020-02-22 14:42:57': 'Arena', '2020-02-22 15:57:45': 'Casa Giulietta', '2020-02-22 16:31:08': 'Castelvecchio'}
0480A2F2185080|{'2020-01-04 10:44:30': 'Arena'}
0480A2F2185081|{'2020-02-06 10:39:20': 'Arena', '2020-02-06 12:32:21': 'Santa Anastasia', '2020-02-06 13:24:13': 'Giardino Giusti', '2020-02-06 17:22:41': 'Casa Giulietta'}
0480A3121B6781|{'2020-08-06 11:33:06': 'Arena', '2020-08-06 12:28:21': 'Casa Giulietta'}
