card_serial|entrances
0480A54A216280|{'2020-02-05 13:48:34': 'Arena', '2020-02-05 14:51:22': 'Castelvecchio', '2020-02-06 11:56:22': 'Museo Storia', '2020-02-06 14:05:34': 'Giardino Giusti', '2020-02-06 15:21:32': 'Teatro Romano', '2020-02-07 10:39:20': 'Tomba Giulietta', '2020-02-07 13:12:43': 'San Fermo'}
0480A94A216281|{'2020-01-04 10:54:19': 'Arena', '2020-01-04 12:02:49': 'Casa Giulietta', '2020-01-04 13:03:13': 'Torre Lamberti', '2020-01-04 13:21:42': 'Palazzo della Ragione', '2020-01-04 15:18:25': 'Santa Anastasia', '2020-01-04 15:56:54': 'Duomo', '2020-01-04 17:01:05': 'Castelvecchio', '2020-01-05 10:48:19': 'Tomba Giulietta'}
0480A9F2185080|{'2020-01-03 15:28:07': 'Torre Lamberti', '2020-01-03 16:24:36': 'Casa Giulietta', '2020-01-03 17:01:54': 'Arena'}
0480ADF2185080|{'2020-01-04 11:25:35': 'Museo Lapidario', '2020-01-04 12:05:39': 'Arena', '2020-01-04 14:18:09': 'Torre Lamberti', '2020-01-04 14:45:15': 'Palazzo della Ragione', '2020-01-04 15:59:19': 'Casa Giulietta'}
0480ADF2185081|{'2020-01-19 11:33:25': 'Museo Lapidario', '2020-01-19 15:08:52': 'Duomo'}
0480AEF2185080|{'2020-02-04 13:45:26': 'Casa Giulietta'}
0480B0F2185080|{'2020-01-03 16:14:04': 'Casa Giulietta', '2020-01-03 17:56:16': 'Castelvecchio', '2020-01-04 14:36:01': 'Arena', '2020-01-04 15:53:28': 'Torre Lamberti'}
0480B9F2185080|{'2020-01-19 12:16:28': 'Arena', '2020-01-19 12:52:42': 'Casa Giulietta', '2020-01-19 13:33:09': 'Palazzo della Ragione', '2020-01-19 13:47:18': 'Torre Lamberti', '2020-01-19 16:32:58': 'San Fermo', '2020-01-19 17:18:11': 'Tomba Giulietta'}
0480BAF2185080|{'2020-02-08 12:56:40': 'Arena', '2020-02-08 14:50:19': 'Santa Anastasia', '2020-02-08 15:35:01': 'Palazzo della Ragione', '2020-02-08 16:08:44': 'Casa Giulietta', '2020-02-08 16:53:47': 'Teatro Romano'}
0480BFF2185080|{'2020-01-04 10:44:11': 'Arena', '2020-01-04 15:30:34': 'Torre Lamberti', '2020-01-04 16:49:33': 'Casa Giulietta'}
0480C4F2185080|{'2020-02-06 11:15:57': 'Arena', '2020-02-06 11:43:11': 'Museo Lapidario', '2020-02-06 12:05:44': 'Castelvecchio', '2020-02-06 14:26:17': 'Casa Giulietta', '2020-02-06 14:56:52': 'Santa Anastasia', '2020-02-06 15:30:07': 'Duomo', '2020-02-06 16:23:08': 'Palazzo della Ragione'}
0480C8F2185080|{'2020-01-04 11:50:50': 'Arena', '2020-01-04 12:54:13': 'Casa Giulietta'}
0480CCF2185080|{'2020-02-06 11:15:56': 'Arena', '2020-02-06 11:43:14': 'Museo Lapidario', '2020-02-06 12:05:46': 'Castelvecchio', '2020-02-06 14:26:18': 'Casa Giulietta', '2020-02-06 14:56:49': 'Santa Anastasia', '2020-02-06 15:30:09': 'Duomo', '2020-02-06 16:23:04': 'Palazzo della Ragione'}
0480D0F2185081|{'2020-01-03 13:44:02': 'Torre Lamberti', '2020-01-03 15:10:44': 'Santa Anastasia', '2020-01-03 15:48:42': 'Casa Giulietta', '2020-01-03 16:25:37': 'Arena'}
0480D7F2185080|{'2020-02-05 11:13:28': 'Arena', '2020-02-05 12:12:41': 'Castelvecchio', '2020-02-05 13:00:44': 'Casa Giulietta'}
0480D8F2185080|{'2020-01-27 15:13:22': 'Casa Giulietta', '2020-01-27 15:39:58': 'Arena', '2020-01-28 10:22:45': 'Tomba Giulietta', '2020-01-28 13:32:08': 'Castelvecchio'}
0480DAF2185080|{'2020-01-04 09:29:35': 'Arena', '2020-01-04 10:12:18': 'Museo Lapidario', '2020-01-04 10:40:47': 'Castelvecchio', '2020-01-04 12:20:46': 'Casa Giulietta', '2020-01-04 12:43:56': 'San Fermo', '2020-01-04 15:06:30': 'Tomba Giulietta'}
0480E1F2185080|{'2020-01-04 10:44:02': 'Arena', '2020-01-04 16:49:50': 'Casa Giulietta'}
0480E8F2185080|{'2020-01-12 16:36:52': 'Torre Lamberti', '2020-01-13 11:31:09': 'Duomo', '2020-01-13 12:30:22': 'Santa Anastasia', '2020-01-13 14:39:12': 'Arena', '2020-01-13 16:12:34': 'San Zeno'}
0480E9F2185081|{'2020-01-04 11:22:12': 'Museo Lapidario', '2020-01-04 12:05:15': 'Casa Giulietta', '2020-01-04 12:57:57': 'Torre Lamberti', '2020-01-04 13:23:34': 'Palazzo della Ragione', '2020-01-04 14:39:31': 'Santa Anastasia', '2020-01-04 16:12:57': 'Duomo', '2020-01-04 18:12:53': 'Castelvecchio'}
0480EFF2185080|{'2020-01-04 10:57:41': 'Arena', '2020-01-04 12:02:21': 'Casa Giulietta', '2020-01-04 14:13:54': 'Torre Lamberti', '2020-01-04 14:51:37': 'Duomo'}
0480F0F2185080|{'2020-02-22 12:14:33': 'Palazzo della Ragione', '2020-02-22 13:08:56': 'Casa Giulietta', '2020-02-22 15:43:12': 'Duomo', '2020-02-22 16:38:58': 'Castelvecchio'}
0480F0F2185081|{'2020-02-01 10:49:35': 'Arena', '2020-02-01 12:04:27': 'Casa Giulietta'}
0480F1F2185080|{'2020-01-04 10:43:54': 'Arena', '2020-01-04 15:30:36': 'Torre Lamberti', '2020-01-04 16:49:31': 'Casa Giulietta'}
0480F7F2185080|{'2020-01-04 10:43:45': 'Arena', '2020-01-04 15:31:28': 'Torre Lamberti', '2020-01-04 16:49:28': 'Casa Giulietta'}
0480F9F2185081|{'2020-02-01 10:45:20': 'Arena', '2020-02-01 11:05:18': 'Museo Lapidario', '2020-02-01 11:59:43': 'Casa Giulietta', '2020-02-01 12:53:20': 'Palazzo della Ragione', '2020-02-01 13:34:31': 'Santa Anastasia', '2020-02-01 13:53:24': 'Duomo'}
0480FCF2185080|{'2020-01-27 13:33:15': 'Arena', '2020-01-27 14:56:17': 'Casa Giulietta', '2020-01-27 15:44:28': 'Duomo'}
0480FEF2185080|{'2020-02-06 11:49:18': 'Arena', '2020-02-06 12:38:53': 'Casa Giulietta', '2020-02-06 15:25:42': 'Santa Anastasia', '2020-02-06 15:54:26': 'Teatro Romano'}
048100F2185084|{'2020-01-04 11:48:10': 'Arena', '2020-01-04 12:39:58': 'Museo Lapidario', '2020-01-04 13:07:17': 'Castelvecchio', '2020-01-04 15:21:22': 'Casa Giulietta', '2020-01-04 16:32:41': 'Torre Lamberti', '2020-01-04 16:47:07': 'Palazzo della Ragione'}
04810BF2185084|{'2020-02-08 12:23:10': 'San Zeno', '2020-02-08 15:05:02': 'Giardino Giusti', '2020-02-08 17:12:11': 'Casa Giulietta', '2020-02-09 10:15:55': 'Arena'}
04810FF2185084|{'2020-01-27 14:47:00': 'Arena', '2020-01-27 15:35:58': 'Casa Giulietta'}
048113F2185084|{'2020-01-25 13:58:36': 'Casa Giulietta', '2020-01-25 16:03:30': 'San Zeno', '2020-01-26 11:14:54': 'Arena'}
048117121B6784|{'2020-02-23 08:48:59': 'Arena', '2020-02-23 10:08:05': 'Teatro Romano', '2020-02-23 16:34:10': 'Palazzo della Ragione', '2020-02-23 17:19:57': 'Museo Storia'}
048117F2185080|{'2020-01-04 11:25:51': 'Arena', '2020-01-04 13:05:02': 'Casa Giulietta', '2020-01-04 16:05:46': 'Torre Lamberti'}
04811DF2185080|{'2020-01-12 11:33:52': 'Castelvecchio', '2020-01-12 12:33:35': 'Arena', '2020-01-12 13:29:45': 'Torre Lamberti', '2020-01-12 13:53:58': 'Santa Anastasia', '2020-01-12 14:19:04': 'Teatro Romano', '2020-01-12 15:16:39': 'Duomo'}
04811EF2185084|{'2020-01-27 14:52:28': 'Arena', '2020-01-27 15:24:57': 'Casa Giulietta'}
04811FF2185080|{'2020-02-13 13:33:51': 'Castelvecchio', '2020-02-13 14:52:38': 'San Fermo', '2020-02-13 16:11:28': 'Palazzo della Ragione', '2020-02-13 16:43:08': 'Santa Anastasia', '2020-02-13 18:15:15': 'Casa Giulietta', '2020-02-14 08:57:20': 'Arena'}
048120F2185080|{'2020-01-17 09:49:34': 'Arena', '2020-01-17 11:59:46': 'Palazzo della Ragione', '2020-01-17 12:36:50': 'Santa Anastasia', '2020-01-17 13:07:43': 'Teatro Romano', '2020-01-17 14:19:33': 'Castelvecchio'}
048124F2185084|{'2020-02-08 12:10:19': 'Arena', '2020-02-08 15:08:56': 'Casa Giulietta', '2020-02-08 16:16:43': 'Tomba Giulietta', '2020-02-09 10:53:55': 'Teatro Romano'}
048128F2185080|{'2020-01-25 14:53:23': 'Santa Anastasia', '2020-01-25 16:05:47': 'Arena'}
04812FF2185080|{'2020-01-04 12:03:55': 'Museo Lapidario', '2020-01-04 12:23:55': 'Arena', '2020-01-04 13:38:37': 'Casa Giulietta', '2020-01-04 16:28:06': 'Palazzo della Ragione', '2020-01-04 17:17:58': 'Duomo', '2020-01-05 10:18:28': 'Castelvecchio'}
048132F2185084|{'2020-01-03 12:02:10': 'Palazzo della Ragione', '2020-01-03 15:00:23': 'Duomo', '2020-01-03 16:16:22': 'Torre Lamberti', '2020-01-04 11:15:26': 'Arena'}
048133F2185084|{'2020-01-04 11:48:12': 'Arena', '2020-01-04 12:41:26': 'Museo Lapidario', '2020-01-04 13:07:15': 'Castelvecchio', '2020-01-04 15:21:25': 'Casa Giulietta', '2020-01-04 16:32:44': 'Torre Lamberti', '2020-01-04 16:47:09': 'Palazzo della Ragione'}
048138F2185080|{'2020-01-04 12:01:48': 'Torre Lamberti', '2020-01-04 12:27:12': 'Palazzo della Ragione', '2020-01-04 15:26:00': 'Teatro Romano'}
048138F2185084|{'2020-01-03 11:42:29': 'Arena', '2020-01-03 13:22:23': 'Casa Giulietta', '2020-01-03 14:32:28': 'Torre Lamberti', '2020-01-03 16:48:32': 'Santa Anastasia'}
048139F2185084|{'2020-02-08 09:28:08': 'Arena', '2020-02-08 10:25:53': 'Santa Anastasia', '2020-02-08 11:03:54': 'Duomo', '2020-02-08 11:57:15': 'Teatro Romano', '2020-02-08 13:07:50': 'Palazzo della Ragione', '2020-02-08 13:48:55': 'Casa Giulietta', '2020-02-08 14:06:54': 'San Fermo', '2020-02-08 14:54:21': 'Castelvecchio', '2020-02-08 16:17:10': 'San Zeno'}
04813AF2185080|{'2020-01-25 11:25:20': 'Casa Giulietta', '2020-01-25 11:58:11': 'Arena', '2020-01-25 12:35:04': 'Torre Lamberti', '2020-01-25 14:19:58': 'Tomba Giulietta'}
04813BF2185084|{'2020-01-03 11:34:49': 'Arena', '2020-01-03 12:46:56': 'Casa Giulietta', '2020-01-03 15:14:11': 'Teatro Romano', '2020-01-03 16:47:06': 'Duomo', '2020-01-04 10:26:11': 'Castelvecchio', '2020-01-04 11:54:33': 'San Zeno'}
04813CF2185080|{'2020-02-19 11:02:24': 'Arena', '2020-02-19 12:01:49': 'Casa Giulietta', '2020-02-19 12:37:45': 'Palazzo della Ragione', '2020-02-19 13:18:31': 'Santa Anastasia', '2020-02-19 14:03:33': 'Teatro Romano', '2020-02-19 14:36:32': 'Duomo'}
04813EF2185084|{'2020-01-03 12:20:35': 'Casa Giulietta', '2020-01-03 14:39:09': 'Santa Anastasia', '2020-01-03 15:43:13': 'Castelvecchio'}
048142F2185080|{'2020-01-04 11:54:53': 'Arena', '2020-01-04 13:28:06': 'Casa Giulietta'}
048143F2185084|{'2020-01-04 11:50:49': 'Arena', '2020-01-04 12:54:15': 'Casa Giulietta'}
048146F2185084|{'2020-01-04 11:51:51': 'Arena', '2020-01-04 12:33:47': 'Castelvecchio', '2020-01-04 15:47:10': 'Palazzo della Ragione', '2020-01-04 17:04:37': 'Duomo', '2020-01-04 17:48:08': 'Casa Giulietta'}
04814AF2185080|{'2020-01-04 12:03:41': 'Arena'}
04814AF2185084|{'2020-01-04 11:54:55': 'Arena', '2020-01-04 13:28:04': 'Casa Giulietta'}
048159F2185080|{'2020-02-13 13:12:11': 'Arena', '2020-02-13 16:01:22': 'Castelvecchio', '2020-02-13 17:48:40': 'Casa Giulietta', '2020-02-14 09:52:20': 'Duomo', '2020-02-14 10:29:56': 'Teatro Romano', '2020-02-14 12:23:35': 'Tomba Giulietta'}
04815AF2185080|{'2020-01-22 12:55:29': 'Arena', '2020-01-22 14:21:44': 'Casa Giulietta', '2020-01-22 14:51:21': 'Torre Lamberti', '2020-01-22 15:38:24': 'Santa Anastasia', '2020-01-22 16:35:22': 'Duomo'}
04815FF2185080|{'2020-02-13 13:33:43': 'Castelvecchio', '2020-02-13 16:11:29': 'Palazzo della Ragione', '2020-02-13 16:43:05': 'Santa Anastasia', '2020-02-13 18:15:18': 'Casa Giulietta', '2020-02-14 08:57:29': 'Arena'}
04816CF2185081|{'2020-02-01 10:22:20': 'Arena', '2020-02-01 11:25:17': 'Museo Lapidario', '2020-02-01 13:54:38': 'Castelvecchio', '2020-02-01 16:30:35': 'Palazzo della Ragione', '2020-02-01 16:57:56': 'Santa Anastasia'}
04816DF2185081|{'2020-01-20 11:37:57': 'Giardino Giusti', '2020-01-20 15:38:53': 'Casa Giulietta'}
04817CF2185080|{'2020-01-09 11:52:29': 'Arena', '2020-01-09 14:34:01': 'Casa Giulietta', '2020-01-09 15:04:02': 'Teatro Romano'}
048187F2185080|{'2020-01-15 10:38:48': 'Arena', '2020-01-15 11:20:50': 'San Fermo', '2020-01-15 12:04:56': 'Casa Giulietta', '2020-01-15 12:51:53': 'Santa Anastasia', '2020-01-15 13:45:34': 'Teatro Romano', '2020-01-15 14:58:04': 'Duomo', '2020-01-15 16:07:20': 'Castelvecchio'}
048188F2185080|{'2020-02-03 11:02:38': 'Santa Anastasia', '2020-02-03 15:16:03': 'Castelvecchio', '2020-02-03 16:27:24': 'San Zeno', '2020-02-03 17:05:40': 'Arena'}
048193F2185080|{'2020-02-13 13:12:09': 'Arena', '2020-02-13 16:01:21': 'Castelvecchio', '2020-02-13 17:48:42': 'Casa Giulietta', '2020-02-14 09:52:21': 'Duomo', '2020-02-14 10:29:57': 'Teatro Romano', '2020-02-14 12:23:37': 'Tomba Giulietta'}
048196F2185080|{'2020-01-04 11:54:49': 'Arena', '2020-01-04 13:28:09': 'Casa Giulietta'}
04819BF2185080|{'2020-01-09 11:27:00': 'Arena', '2020-01-09 12:17:35': 'Casa Giulietta', '2020-01-09 16:35:16': 'Tomba Giulietta'}
0481A2121B6781|{'2020-02-22 14:42:55': 'Arena', '2020-02-22 15:57:46': 'Casa Giulietta', '2020-02-22 16:31:07': 'Castelvecchio'}
0481A3121B6781|{'2020-08-06 11:33:04': 'Arena', '2020-08-06 12:28:27': 'Casa Giulietta'}
0481A94A216281|{'2020-01-04 10:54:21': 'Arena', '2020-01-04 12:02:47': 'Casa Giulietta', '2020-01-04 13:03:11': 'Torre Lamberti', '2020-01-04 13:21:44': 'Palazzo della Ragione', '2020-01-04 15:18:27': 'Santa Anastasia', '2020-01-04 15:56:57': 'Duomo', '2020-01-04 17:01:04': 'Castelvecchio', '2020-01-05 10:48:04': 'Tomba Giulietta'}
0481A9F2185080|{'2020-02-03 11:02:41': 'Santa Anastasia', '2020-02-03 11:50:48': 'Duomo', '2020-02-03 15:16:04': 'Castelvecchio', '2020-02-03 16:27:26': 'San Zeno', '2020-02-03 17:05:38': 'Arena'}
0481AAF2185080|{'2020-01-04 12:01:53': 'Torre Lamberti', '2020-01-04 12:27:23': 'Palazzo della Ragione', '2020-01-04 15:26:05': 'Teatro Romano'}
0481B0F2185080|{'2020-01-04 11:56:50': 'Arena', '2020-01-04 14:26:23': 'Casa Giulietta', '2020-01-04 15:07:57': 'Torre Lamberti'}
0481B3F2185080|{'2020-01-04 10:17:52': 'Arena', '2020-01-04 11:18:35': 'Casa Giulietta', '2020-01-04 12:17:27': 'Torre Lamberti', '2020-01-04 12:37:32': 'Palazzo della Ragione', '2020-01-04 13:15:03': 'Santa Anastasia', '2020-01-04 13:31:17': 'Duomo', '2020-01-04 15:09:31': 'Teatro Romano'}
0481B8F2185080|{'2020-02-15 11:22:00': 'Arena', '2020-02-15 12:20:29': 'Castelvecchio'}
0481C7F2185081|{'2020-01-03 11:06:57': 'Arena', '2020-01-03 12:40:08': 'Torre Lamberti', '2020-01-03 15:51:44': 'Santa Anastasia', '2020-01-04 10:32:11': 'Castelvecchio', '2020-01-04 11:35:26': 'San Zeno'}
0481C9F2185080|{'2020-01-02 11:37:51': 'Palazzo della Ragione', '2020-01-02 12:10:59': 'Torre Lamberti', '2020-01-02 12:49:25': 'Casa Giulietta', '2020-01-02 14:18:59': 'Arena', '2020-01-02 15:13:44': 'Santa Anastasia', '2020-01-02 15:30:21': 'Duomo'}
0481DEF2185080|{'2020-02-01 14:13:05': 'Arena'}
0481EAF2185080|{'2020-01-04 11:54:51': 'Arena', '2020-01-04 13:28:08': 'Casa Giulietta'}
0481EFF2185081|{'2020-01-02 11:52:23': 'Casa Giulietta', '2020-01-02 15:21:14': 'Castelvecchio', '2020-01-02 16:33:22': 'Arena'}
0481F4F2185080|{'2020-01-10 11:02:10': 'Arena', '2020-01-10 12:16:18': 'Casa Giulietta'}
0481FAF2185080|{'2020-01-04 11:56:53': 'Arena', '2020-01-04 14:26:18': 'Casa Giulietta', '2020-01-04 15:07:55': 'Torre Lamberti'}
0481FCF2185080|{'2020-02-06 11:54:13': 'Arena', '2020-02-06 12:52:17': 'Casa Giulietta', '2020-02-06 13:43:53': 'Palazzo della Ragione', '2020-02-06 14:23:59': 'Santa Anastasia', '2020-02-06 15:24:18': 'Teatro Romano', '2020-02-06 15:50:51': 'Duomo', '2020-02-07 11:13:10': 'Castelvecchio'}
04820FF2185084|{'2020-07-04 14:14:12': 'Arena', '2020-07-04 17:11:29': 'Torre Lamberti'}
048213F2185080|{'2020-01-21 14:41:07': 'Casa Giulietta', '2020-01-21 15:01:53': 'Torre Lamberti', '2020-01-21 15:18:08': 'Palazzo della Ragione', '2020-01-21 15:44:19': 'Santa Anastasia', '2020-01-21 16:02:43': 'Duomo', '2020-01-22 10:21:41': 'Museo Storia', '2020-01-22 11:05:49': 'San Fermo', '2020-01-22 11:48:36': 'Arena', '2020-01-22 12:30:09': 'Castelvecchio', '2020-01-22 14:09:11': 'San Zeno'}
048216F2185080|{'2020-01-04 14:33:24': 'Arena', '2020-01-04 16:31:15': 'Casa Giulietta'}
048218F2185080|{'2020-02-14 09:35:47': 'Casa Giulietta', '2020-02-14 10:37:31': 'Santa Anastasia', '2020-02-14 11:58:57': 'Duomo', '2020-02-14 14:09:26': 'Arena'}
04821DF2185084|{'2020-01-25 09:38:46': 'Arena', '2020-01-25 10:48:52': 'Casa Giulietta', '2020-01-25 10:57:03': 'Casa Giulietta'}
04821EF2185084|{'2020-02-06 14:54:51': 'Arena', '2020-02-06 16:22:12': 'Casa Giulietta'}
04821FF2185084|{'2020-01-25 14:55:01': 'Arena', '2020-01-25 15:59:43': 'Casa Giulietta', '2020-01-25 16:33:07': 'Torre Lamberti', '2020-01-25 17:05:29': 'Palazzo della Ragione', '2020-01-26 11:02:55': 'Castelvecchio', '2020-01-26 13:01:28': 'Tomba Giulietta'}
048221F2185080|{'2020-02-03 11:50:48': 'Santa Anastasia', '2020-02-03 12:10:44': 'Duomo', '2020-02-03 13:50:57': 'Casa Giulietta', '2020-02-03 14:33:17': 'Arena'}
048221F2185084|{'2020-02-01 14:13:04': 'Arena', '2020-02-01 16:21:33': 'Santa Anastasia'}
048222F2185084|{'2020-01-04 12:32:02': 'Arena', '2020-01-04 16:29:58': 'Castelvecchio'}
04822DF2185080|{'2020-01-04 11:57:55': 'Arena', '2020-01-04 14:28:08': 'Santa Anastasia', '2020-01-04 15:15:17': 'Duomo'}
048231F2185084|{'2020-01-04 12:32:03': 'Arena', '2020-01-04 16:29:57': 'Castelvecchio'}
048237F2185080|{'2020-01-15 10:24:37': 'Arena', '2020-01-15 11:11:05': 'Casa Giulietta', '2020-01-15 11:31:41': 'Torre Lamberti', '2020-01-15 13:14:39': 'Duomo', '2020-01-15 14:18:25': 'San Fermo', '2020-01-15 14:57:36': 'Museo Storia'}
048239121B6784|{'2020-02-08 13:37:27': 'Arena', '2020-02-08 14:37:17': 'Palazzo della Ragione', '2020-02-08 15:22:48': 'Casa Giulietta', '2020-02-08 15:48:59': 'San Fermo', '2020-02-09 13:15:22': 'Castelvecchio'}
048239F2185084|{'2020-02-03 11:21:48': 'San Fermo', '2020-02-03 12:34:18': 'Santa Anastasia', '2020-02-03 13:06:09': 'Duomo', '2020-02-03 15:53:35': 'Casa Giulietta', '2020-02-03 17:56:15': 'Arena'}
04823BF2185080|{'2020-02-06 14:54:53': 'Arena'}
04823CF2185080|{'2020-01-25 11:31:54': 'Arena', '2020-01-25 12:13:01': 'Casa Giulietta', '2020-01-25 12:41:40': 'Torre Lamberti', '2020-01-25 14:49:12': 'Santa Anastasia', '2020-01-25 15:26:14': 'Duomo'}
048240F2185080|{'2020-01-19 10:37:16': 'Arena', '2020-01-19 11:25:59': 'Casa Giulietta', '2020-01-19 15:14:16': 'Torre Lamberti'}
048242F2185084|{'2020-02-03 11:22:08': 'San Fermo', '2020-02-03 12:34:32': 'Santa Anastasia', '2020-02-03 15:54:47': 'Casa Giulietta', '2020-02-03 17:56:12': 'Arena'}
048246F2185080|{'2020-01-04 14:33:22': 'Arena', '2020-01-04 16:31:13': 'Casa Giulietta'}
048248F2185080|{'2020-01-04 12:01:49': 'Torre Lamberti', '2020-01-04 12:27:18': 'Palazzo della Ragione', '2020-01-04 15:26:03': 'Teatro Romano'}
048252F2185080|{'2020-02-03 11:50:27': 'Santa Anastasia', '2020-02-03 13:24:51': 'Duomo', '2020-02-03 14:11:37': 'Teatro Romano', '2020-02-03 15:25:58': 'Casa Giulietta', '2020-02-03 16:05:26': 'Arena'}
048254F2185080|{'2020-02-22 12:14:40': 'Palazzo della Ragione', '2020-02-22 13:08:52': 'Casa Giulietta', '2020-02-22 15:15:13': 'Santa Anastasia', '2020-02-22 15:43:06': 'Duomo', '2020-02-22 16:39:01': 'Castelvecchio'}
048270F2185081|{'2020-01-30 11:48:10': 'Arena', '2020-01-30 12:41:22': 'Castelvecchio', '2020-01-30 14:16:53': 'Casa Giulietta', '2020-01-30 15:06:54': 'Santa Anastasia', '2020-01-30 15:23:24': 'Duomo'}
04829EF2185080|{'2020-01-25 11:14:50': 'Arena', '2020-01-25 13:57:36': 'Torre Lamberti', '2020-01-25 14:41:07': 'Casa Giulietta', '2020-01-25 15:41:42': 'Museo Storia', '2020-01-25 17:36:53': 'Tomba Giulietta'}
0482A0F2185081|{'2020-01-04 10:49:45': 'Arena', '2020-01-04 11:22:06': 'Museo Lapidario', '2020-01-04 12:05:14': 'Casa Giulietta', '2020-01-04 12:57:37': 'Torre Lamberti', '2020-01-04 13:23:13': 'Palazzo della Ragione', '2020-01-04 14:39:15': 'Santa Anastasia', '2020-01-04 16:12:21': 'Duomo', '2020-01-04 18:12:21': 'Castelvecchio'}
0482A7F2185080|{'2020-01-31 12:00:09': 'Castelvecchio', '2020-01-31 13:34:26': 'Arena', '2020-01-31 14:56:51': 'Casa Giulietta', '2020-01-31 16:49:21': 'Santa Anastasia'}
0482A84A216281|{'2020-01-03 14:22:02': 'Arena', '2020-01-03 15:19:09': 'Santa Anastasia', '2020-01-03 15:41:50': 'Duomo', '2020-01-03 16:58:57': 'Casa Giulietta', '2020-01-04 16:57:41': 'San Zeno', '2020-01-05 10:01:13': 'Castelvecchio'}
0482AAF2185080|{'2020-02-03 10:16:24': 'San Zeno', '2020-02-03 12:13:07': 'Duomo', '2020-02-03 13:27:12': 'Santa Anastasia', '2020-02-03 14:07:43': 'San Fermo', '2020-02-03 14:48:58': 'Arena', '2020-02-03 16:14:22': 'Castelvecchio', '2020-02-03 16:58:22': 'Casa Giulietta', '2020-02-03 17:29:34': 'Teatro Romano'}
0482B1F2185080|{'2020-02-04 15:28:30': 'Arena', '2020-02-04 17:05:45': 'Casa Giulietta', '2020-02-05 10:26:48': 'Duomo'}
0482B8F2185080|{'2020-02-03 11:21:07': 'San Fermo', '2020-02-03 12:32:41': 'Santa Anastasia', '2020-02-03 13:06:07': 'Duomo', '2020-02-03 13:06:39': 'Duomo', '2020-02-03 15:53:23': 'Casa Giulietta', '2020-02-03 17:56:37': 'Arena'}
0482BAF2185080|{'2020-01-10 10:43:32': 'San Fermo', '2020-01-10 11:33:00': 'Casa Giulietta', '2020-01-10 12:15:51': 'Arena', '2020-01-10 14:23:37': 'Tomba Giulietta', '2020-01-10 16:07:19': 'Duomo', '2020-01-10 16:47:34': 'Santa Anastasia'}
0482C0F2185080|{'2020-02-03 10:16:26': 'San Zeno', '2020-02-03 12:13:11': 'Duomo', '2020-02-03 13:27:09': 'Santa Anastasia', '2020-02-03 14:48:57': 'Arena', '2020-02-03 16:14:21': 'Castelvecchio', '2020-02-03 16:58:20': 'Casa Giulietta', '2020-02-03 17:29:36': 'Teatro Romano'}
0482C1F2185080|{'2020-01-04 10:45:04': 'San Fermo', '2020-01-04 11:58:41': 'Casa Giulietta', '2020-01-04 13:20:56': 'Torre Lamberti', '2020-01-04 13:44:47': 'Palazzo della Ragione', '2020-01-04 14:50:32': 'Santa Anastasia', '2020-01-04 15:15:05': 'Duomo', '2020-01-04 16:01:17': 'Arena'}
0482C7F2185080|{'2020-02-03 11:50:29': 'Santa Anastasia', '2020-02-03 13:24:54': 'Duomo', '2020-02-03 14:11:46': 'Teatro Romano', '2020-02-03 15:26:00': 'Casa Giulietta', '2020-02-03 16:05:29': 'Arena'}
0482D2F2185081|{'2020-02-01 10:51:11': 'Arena', '2020-02-01 11:33:29': 'Casa Giulietta', '2020-02-01 14:17:35': 'Duomo', '2020-02-01 15:36:17': 'Santa Anastasia'}
0482D6F2185080|{'2020-01-21 12:10:22': 'Arena', '2020-01-21 12:49:23': 'Casa Giulietta', '2020-01-21 15:18:24': 'Castelvecchio'}
0482D8F2185080|{'2020-01-04 12:03:48': 'Arena', '2020-01-04 14:11:22': 'Torre Lamberti', '2020-01-04 14:52:54': 'Duomo'}
0482DAF2185080|{'2020-02-01 14:23:46': 'Arena', '2020-02-01 17:16:08': 'Teatro Romano'}
0482EBF2185081|{'2020-02-01 10:22:19': 'Arena', '2020-02-01 11:25:15': 'Museo Lapidario', '2020-02-01 13:54:39': 'Castelvecchio', '2020-02-01 16:30:37': 'Palazzo della Ragione', '2020-02-01 16:57:54': 'Santa Anastasia'}
0482F7F2185080|{'2020-01-04 11:57:56': 'Arena', '2020-01-04 14:28:09': 'Santa Anastasia', '2020-01-04 15:15:18': 'Duomo'}
0482F8F2185080|{'2020-01-02 10:59:49': 'Arena', '2020-01-02 11:43:29': 'Museo Lapidario', '2020-01-02 14:31:45': 'Casa Giulietta', '2020-01-02 15:27:48': 'Teatro Romano'}
048308F2185084|{'2020-01-10 14:12:55': 'Casa Giulietta', '2020-01-10 14:37:27': 'Torre Lamberti', '2020-01-10 14:57:08': 'Palazzo della Ragione', '2020-01-10 15:45:57': 'Santa Anastasia', '2020-01-11 09:09:15': 'Castelvecchio', '2020-01-11 10:41:50': 'Museo Lapidario', '2020-01-11 11:15:18': 'Tomba Giulietta', '2020-01-11 12:08:29': 'San Fermo'}
048317121B6784|{'2020-01-28 15:55:43': 'Castelvecchio', '2020-01-29 09:20:16': 'Arena', '2020-01-29 14:10:10': 'Santa Anastasia', '2020-01-29 14:58:44': 'Casa Giulietta', '2020-01-30 09:12:46': 'Museo Lapidario'}
